"Hash","Message","Hashes of parents","Is a merge commit?","List of modified files"
"3aeca0e45040b1b47eeb13ce3275e8ed2b71548d","fix pending titles and favicons, improve add page, custom admin","022231b362e0c6be1327fd4b22eb6e5b633c4458","False","archivebox/core/admin.py;archivebox/core/forms.py;archivebox/core/migrations/0005_auto_20200728_0326.py;archivebox/core/models.py;archivebox/core/settings.py;archivebox/core/urls.py;archivebox/core/views.py;archivebox/index/html.py;archivebox/main.py;archivebox/themes/admin/base.html;archivebox/themes/default/add_links.html;archivebox/themes/default/static/admin.css;archivebox/themes/default/static/archive.png;archivebox/themes/default/static/bootstrap.min.css;archivebox/themes/default/static/external.png;archivebox/themes/default/static/jquery.dataTables.min.css;archivebox/themes/default/static/jquery.dataTables.min.js;archivebox/themes/default/static/jquery.min.js;archivebox/themes/default/static/sort_asc.png;archivebox/themes/default/static/sort_both.png;archivebox/themes/default/static/sort_desc.png;archivebox/themes/default/static/spinner.gif;archivebox/themes/legacy/link_details.html"
"ea1ff7b6bc723eafb23b101d79b98d61c2f945aa","fix linter","3aeca0e45040b1b47eeb13ce3275e8ed2b71548d","False","archivebox/main.py;bin/lint.sh"
"6073b454b09a3832a55d790505abf661475d669e","fix lint script","d70bb7980e92be48e988d5f0d4744c2da19218b1","False","bin/lint.sh"
"d6ac7998f0259d3fa2875d40c878a4c029f8e69a","fix venv path","2fa8b9d35934a5bda97bd69e3ba84780f3b13431","False",".github/workflows/test.yml"
"9e7330cc1439fac774346a68aaffb405633b3cf3","add init flag to server and fix SHOW_PROGRESS config being ignored","55a237a435abf14a008db8a55967ac75254a778c","False","archivebox/cli/archivebox_server.py;archivebox/logging_util.py;archivebox/main.py"
"9806ed8d8c1475f58fd724b608448ece3c52050b","fix circular import","9c595827221fa86ffee0d92a7ead508af89dfb2f","False","archivebox/core/admin.py;archivebox/core/settings.py;archivebox/main.py"
"1b96c582a7bebeb7ca6d35e6274abe3194af5b08","fix lint and improve docker-compose instructions","ac72423886634cb5d3b26be65477cccc48aedf36","False",".github/workflows/test.yml;README.md;archivebox/logging_util.py"
"13188c0ead93362a5b3e8919c7b4e672e2284099","fix yaml error","f30176a76534d3a225fc9c2dbec7f245b2cbe586","False",".github/workflows/test.yml"
"75035782820252cb9340bc5a8b1ddc3a9490a107","fix yaml error2","13188c0ead93362a5b3e8919c7b4e672e2284099","False",".github/workflows/test.yml"
"922ddba22214df6925a0327ce06cd5caef1282cc","fix missing step id","75035782820252cb9340bc5a8b1ddc3a9490a107","False",".github/workflows/test.yml"
"98ca5786842d1c7f77b63c2e8f5fbb17e152f666","fix yaml","f0d4f9ca70d3039a8f46b68a7948102c72c192d5","False",".github/workflows/test.yml"
"ace9421b21f0e683dbd042a098c26e4d0330d41e","fix chown errors","4bab1c258e088b65b0a97c85dd7ab0c9e157e9a7","False","bin/docker_entrypoint.sh"
"331418ef8b61274034636abc7911893ae9f70711","fix curl grep str","e671ddd22bf8cb42a979637d1ce4863079be90dd","False",".github/workflows/test.yml"
"685f85aaae3dc9c3b7a70dbe6551efae51c25569","typo fix","683ffbcdae45b14833c235d4c8d7684680bd2271","False","docker-compose.yml"
"3afb2401bccebf75bc3c816816fdcf711faafaee","fix: Add condition to avoid breaking the `add` command","c073ea141d48cfe3523b2e043834fa0be9e696b4","False","archivebox/extractors/__init__.py;archivebox/main.py"
"32ee4f5ef85485de51a2a2bcf1a88b6e55a558c6","Merge pull request #394 from imlonghao/patch-1

Delete isolated quote in ArchiveBox.conf.default","685f85aaae3dc9c3b7a70dbe6551efae51c25569;d9348ec82b9c46998bfa67fcd6b259f3d3e807a1","True","etc/ArchiveBox.conf.default"
"f8e80f058accd477bb9a93a5ed831783d56fcac8","Merge pull request #397 from jkonrath/patch-1","32ee4f5ef85485de51a2a2bcf1a88b6e55a558c6;c52bb722e76a9cc52f8324f23634be86ff51a63c","True","etc/ArchiveBox.conf.default"
"a160e6bf2072fe65dab0e9d4eb1f3c61b1ae2a9b","fix None canon output to be emptystring","9dedcdd577f9ac2775449bb257b6c118f0fdee72","False","archivebox/core/admin.py"
"5707ffe657191a80188aa03c142826eacc31faf1","fix old config name FETCH_TITLE","7ec1e35a83929e07e47b0b5f6fb72888f3ff1b25","False","archivebox/config/__init__.py"
"8bcb171e7434746485dd3f1995a3c7297b1f5d96","fix: Remove support for multiple urls in oneshot command","3afb2401bccebf75bc3c816816fdcf711faafaee","False","archivebox/cli/archivebox_oneshot.py;archivebox/extractors/__init__.py;archivebox/main.py"
"e6c571beb2ed88e4ed5528cd75a8676f44afac1c","fix: Remove title from extractors for oneshot","8bcb171e7434746485dd3f1995a3c7297b1f5d96","False","archivebox/extractors/__init__.py;archivebox/main.py;tests/test_extractors.py;tests/test_oneshot.py"
"b2a318c5eb661a92aa674efd281a9a55ea9280db","fix: Update error message for oneshot command

Co-authored-by: Nick Sweeting <git@sweeting.me>","a8c74730f8cf4658c530e21701f007ce01ab828f","False","archivebox/cli/archivebox_oneshot.py"
"206ade7d7cab751564583a56853a53d826a73167","fix: Use pip cache instead of venv folder","5707ffe657191a80188aa03c142826eacc31faf1","False",".github/workflows/test.yml"
"d0d2991c69bf62de57c37f73998068b7267b5e0c","fix: Change import that was not working","5707ffe657191a80188aa03c142826eacc31faf1","False","archivebox/util.py"
"98d9d58f637814c5610375acab0a5f1f877ad4c4","fix: Remove venv","206ade7d7cab751564583a56853a53d826a73167","False",".github/workflows/test.yml"
"b1448f025184ba75f23e14e185bf110cbe74588b","Merge pull request #410 from cdvv7788/hotfix/#409","5707ffe657191a80188aa03c142826eacc31faf1;d0d2991c69bf62de57c37f73998068b7267b5e0c","True","archivebox/util.py"
"08422da569fac494fbd972eaa007f58b3deff71d","Merge pull request #411 from cdvv7788/gh-actions-issue

fix: Use pip cache instead of venv folder","b1448f025184ba75f23e14e185bf110cbe74588b;98d9d58f637814c5610375acab0a5f1f877ad4c4","True",".github/workflows/test.yml;archivebox/util.py"
"e462825c31fb0353d59f4c6b7f6247d648549aad","typo: Fix docker image name","dd916e91d085300ed3b547fec5560aad364970d0","False","README.md"
"e0dba0494f0c0f2d12d41530f50617277ac2cfd9","Merge pull request #420 from imlonghao/patch-1

typo: Fix docker image name","dd916e91d085300ed3b547fec5560aad364970d0;e462825c31fb0353d59f4c6b7f6247d648549aad","True","README.md"
"787a5ad43eb909da83cb189f4153e7e71fc9175b","fix: Commit code review suggestions","853685668cae5d3257923838ff462aaf0e75a7aa","False","archivebox/extractors/singlefile.py"
"3c5c6a689e8b5b4d75ca4791c3b9266f29097254","fix: Add missing configuration variable to be able to disable singlefile","06d0e9de6cdf1e64a16cc679a153e4a367bd6445","False","archivebox/config/__init__.py"
"2c2a44dced353d12a0e29b303180e8e30d8ffec9","tests: Correct pip cache folder","e0dba0494f0c0f2d12d41530f50617277ac2cfd9","False",".github/workflows/test.yml"
"98cdea871bda5b3f7319771395a5ca3d2c61e4b7","Merge pull request #424 from cdvv7788/pip-cache

tests: Correct pip cache folder","e0dba0494f0c0f2d12d41530f50617277ac2cfd9;2c2a44dced353d12a0e29b303180e8e30d8ffec9","True",".github/workflows/test.yml"
"19aa5c3e94118c495a21ea291d56608cc96ccf47","fix SAVE_SINGLEFILE setting to depend on chrome","c8e3aed64714d673d39cb7186de5c357b741b8de","False","archivebox/config/__init__.py;archivebox/config/stubs.py;docs"
"e358634f812f0832c7adaf231eae559c653aa8a6","fix: Add missing configuration that breaks on edge case where only single file is being used","87ba82ad39036847f79be24ec677af00db9176e2","False","archivebox/config/__init__.py"
"d6a7ba819b63c4bea684be1eb6c168b8dc716dbf","Merge pull request #434 from cdvv7788/hotfix/#427

docs: Improve message for missing singlefile binary","f9afb7869d07842625b062303401a373d0d14d3b;76846d18a06f745038a4f185bc532dbe8ce069d0","True","archivebox/config/__init__.py"
"09241606898f7c8673c995765451c0578d35f30b","fix mistaken https urls in localserver instructions for some reason","d6a7ba819b63c4bea684be1eb6c168b8dc716dbf","False","README.md"
"e9bd0b122e6ed85b14364f0fe6ff04d40062e411","fix: utc timing for initial command log as well","cd09d1b077695ea36c8d7514c2ebda8f15fbcc35","False","archivebox/logging_util.py"
"dc87d8b68c717438e95a713040fbcdd1849f8508","tests: Update failing tests","0ec747f64e9b47fd08555d2c17b555874ace0a90","False","archivebox/extractors/readability.py;tests/test_init.py"
"d89a50e2fb92d4e7f3b56f202b2a5d9dbb76c4e9","fix yaml","abfce2a210a19a364fe918b77ca0f2ffabdce9e2","False",".github/workflows/test.yml"
"356cfb30cbce5d178906cbbdd29dd1e1cd6311a7","add archivebox version to github debug output","d89a50e2fb92d4e7f3b56f202b2a5d9dbb76c4e9","False",".github/workflows/test.yml"
"05c71fc30275e9d555a744efd6745c803a32a8fd","fix: Organize readability extractor so a timeout does not break the whole process","26022fc9fbf837d3180214a3fc77ae06c06596e1","False","archivebox/extractors/readability.py"
"7c16944a446ef3f5a2b43b98ebfc0c2c7407773a","Merge pull request #446 from cdvv7788/hotfix/#445","7638dc45ea6de562dec73ac8dbad29e8a7ad4d57;05c71fc30275e9d555a744efd6745c803a32a8fd","True","archivebox/extractors/readability.py;Dockerfile;archivebox/VERSION;archivebox/cli/archivebox_schedule.py;archivebox/index/__init__.py;archivebox/main.py;bin/export_browser_history.sh;docker-compose.yml;docs;setup.py"
"da671532a47ef00893e51d0f6ac3815a6bc1191d","fix schedule cmd defaulting to day and remove week","84a8b0d713b62d3cb77b582582542017cf154de6","False","archivebox/cli/archivebox_schedule.py;archivebox/main.py"
"ec1cce283ed4e1b322de419c9da9be1bab845745","include failed link updates in total count stats","6e142e3531c1cee70c2439bc9d86588021c4e9a4","False","archivebox/logging_util.py"
"12f3977da518aa5e5de8d44d19cf25a1f4877862","fix source filenames missing domain","ec1cce283ed4e1b322de419c9da9be1bab845745","False","archivebox/main.py"
"ec5609a09a5e3134116cbab19abf5d79db04b22f","fix resume flag on archivebox update","12f3977da518aa5e5de8d44d19cf25a1f4877862","False","archivebox/main.py"
"a3155b88a1bf46f36c5c682193f7170a0d48bd00","better error message when nothing left to resume","f8eb245519635339c0e8aec01ba974cd51cbd884","False","archivebox/main.py"
"3658153cf8347a831a74f3a80e4af2fb8ec39c5b","fix url parsing through quotes","a218ceb4e814729ca39eebdb8f1c6af9d833628b","False","archivebox/util.py"
"77d2f08a5ce3b968a7638ffc2a557f9a3d763dc5","show more info in merge conflict error message","718d39e242335d3b84f4d8cdb27da63585bdf2d1","False","archivebox/index/__init__.py"
"2f282402c7d8103ce988e43d3275e06c3c96423a","add hint and prefix stdout utils","2557a0da0488fd297d3f742f57f8ba17581a4290","False","archivebox/config/__init__.py"
"2e2b4f81500914fd10da67b51b0cfb7ede90df01","fix url is too long to be a path error","e3ac4c2405459a1010913d379a293245a20e14ab","False","archivebox/parsers/generic_txt.py"
"f18d92570e4d4876098a2761c0a5dcfb9c6eb198","wip attempt to fix timestamp unique constraint errors","b0c0a676f8255218b66cb6d7553f5bf97a2fa9ed","False","archivebox/index/__init__.py;archivebox/index/sql.py"
"c9b3bab84d41aa8e789436130c8cf1f3df06e4b8","fix pull title not working","f18d92570e4d4876098a2761c0a5dcfb9c6eb198","False","archivebox/core/admin.py;archivebox/extractors/__init__.py"
"61ab952dab4c74fe29aee267ed8ea540fb0fe94f","fix parser docstring","e29bfba0531845efd135028002dfae35e92ebb24","False","archivebox/parsers/generic_html.py"
"e87f1d57a396af555cc9fed98d3a0088173bdba5","fix linters","61ab952dab4c74fe29aee267ed8ea540fb0fe94f","False","archivebox/extractors/__init__.py;archivebox/index/__init__.py"
"80863ad05077ea2a92e01a7c871daf6fecf0255e","fix release script semver bump","4673f837494876f45fbabc011e966ba720324d44","False","bin/release.sh;package.json"
"73408fb035b028892a9ccfe038f25ba216be4892","fix version parsing and attempt to npm install during pip post_install","9d7541ba4723c6fd230d046f58980e23967660bb","False","MANIFEST.in;archivebox/cli/__init__.py;package-lock.json;setup.py"
"21ae8c8777d329ed83d8e2bdaae9323a042c77a6","fix: Remove setup script from package.json","6af08ae9f23ff23cf64ec6b86b8bbf22430d4a60","False","package.json"
"4428134073cef63f43895cbc323a0d1db5032ff6","fix version parsing bug","50dd8cad1af472a797b5b1cdf26f4f182c2ccb29","False","archivebox/logging_util.py"
"a2c158e43ecc87e5d4841568a9a2dc801c44092b","catch OSErrors due to missing path","4428134073cef63f43895cbc323a0d1db5032ff6","False","archivebox/extractors/readability.py;archivebox/extractors/singlefile.py"
"5fa80b314f0387c7f5c8e4a7a8c2490d89851a15","fix readme examples","d582d8f23632d2b33b13821ab256995e7b66874b","False","README.md"
"bf3ea4214191af5e59d49c49ac683a19905f742d","fix: Add a default cmd value to handle case where the html cannot be retrieved","0307a96a47bf10e4a10c208063c7df6b49b42e61","False","archivebox/extractors/readability.py"
"66037535fd5297ffcec7036caa3e7f8f01b0f429","feat: Add curl command on readability as default command to debug","bf3ea4214191af5e59d49c49ac683a19905f742d","False","archivebox/extractors/readability.py"
"ccc235973b8531799588f4e24afa4d9374e3c9c9","Merge pull request #459 from cdvv7788/hotfix/#458","0307a96a47bf10e4a10c208063c7df6b49b42e61;a645f36b87c228c63c609e91a2ac7228dd0b06fb","True","archivebox/extractors/readability.py"
"bd3c824d450ecfddf983f8b3006d36d3490538ca","fix: Escape JSON output on command failure so the user can run the command manually","b9dced5e601f88aafef7123410d2c4be632b47ca","False",".gitignore;archivebox/extractors/singlefile.py;package-lock.json"
"59a2cf1f5149908febda32f03cb9604e636bd1a9","Merge pull request #466 from cdvv7788/hotfix/#463

fix: Escape JSON output on singlefile","b9dced5e601f88aafef7123410d2c4be632b47ca;bd3c824d450ecfddf983f8b3006d36d3490538ca","True",".gitignore;archivebox/extractors/singlefile.py;package-lock.json"
"874403e667302ffac7343172371dff5c9abb0a3a","feat: Remove patch_main_index","31343c1367afc5bf0a40a492b0938bdd77716210","False","archivebox/extractors/__init__.py;archivebox/index/__init__.py;archivebox/main.py"
"a77d6dc235ac5e78e956ccee26c1a7953eae0c39","feat: list command fails when --index is used without --json or --html","885ff504497f4ac4020acc9bb608191a0c0ebdf5","False","archivebox/cli/archivebox_list.py;tests/test_list.py"
"6a2e6aad2f9d053c0634ccffdd2967c4c4ed15e0","fix: status command was failing on empty archives","be0dff8126c33a78b352523ee93bcb35c61ae6da","False","archivebox/main.py"
"2aa8d69b7238b3bc1eabc3c9057993bb8fc8e16a","fix: Save history in main index (to mimic previous behaviour)","7e9d195d138aac87937754950dca4edc5d804459","False","archivebox/core/models.py;archivebox/main.py;tests/test_add.py"
"5e9b3099c6217ae2aeecb26134ee2f8e8faf7c99","Update fix_duplicate_links_in_index docstring

Co-authored-by: Nick Sweeting <git@sweeting.me>","01fb44fd40b2aef50ac2d1de7a375c745698343d","False","archivebox/index/__init__.py"
"5348f4735ade119b7be35809650f02f8b385f21a","fix: Change check to avoid issues with empty querysets","cf18130f8558493c78ae0e510fd4f7d96c4af63b","False","archivebox/main.py"
"0a83392cbf73d5049dd7da1446102a430536d83a","fix: Replace `any` typing with Union[Iterable[Link], QuerySet] in `archive_links`","779a4460856908da05b3e4b7429d229c4e257ce6","False","archivebox/extractors/__init__.py"
"b3ec170e3935fc89609c2101fc3be9bece747d1e","fix: Remove unused imports","bc116c25f819a3ac0efeed766eade3dfa58fdf33","False","archivebox/core/admin.py;archivebox/core/utils.py;archivebox/core/views.py"
"1aa7bac85bd6bfc8e8a072ac3df742221ff5ace8","fix oneshot command type signature","95157427c2a65bc0f84513a4071fc068d08e5024","False","archivebox/cli/archivebox_oneshot.py"
"0144f19227d37a4236d146047664c1b1e3db5fb7","fix github action folder listing","1aa7bac85bd6bfc8e8a072ac3df742221ff5ace8","False","archivebox/logging_util.py"
"422664079a4d9fa105007eb3bc07fd897617fdd4","fix test type casting for folder['path']","0144f19227d37a4236d146047664c1b1e3db5fb7","False","archivebox/logging_util.py"
"b18bbf88749984d10b04d1c7cfe0cae34257d6e4","test: Fix tests post-rebase","422664079a4d9fa105007eb3bc07fd897617fdd4","False","archivebox/config/__init__.py;archivebox/extractors/__init__.py;archivebox/extractors/archive_org.py;archivebox/extractors/dom.py;archivebox/extractors/favicon.py;archivebox/extractors/git.py;archivebox/extractors/media.py;archivebox/extractors/pdf.py;archivebox/extractors/screenshot.py;archivebox/extractors/singlefile.py;archivebox/extractors/title.py;archivebox/extractors/wget.py;archivebox/index/__init__.py;archivebox/main.py;archivebox/util.py"
"357b677363a0ff0692d073c7d3e7d88fc5f932bb","fix: add mercury-parser to extractors list","e3329be2917ef8a5ce60e8ed45209d0529ee8f63","False","archivebox/extractors/__init__.py"
"46b9e3d536538a33fa1dcd9fb076112faef8d84d","fix: Fix mercury extractor test","2bf496e7e92c26939d886f4f4c0747bd9ba97b56","False","archivebox/config/__init__.py;archivebox/extractors/wget.py;archivebox/themes/legacy/main_index_row.html;package-lock.json;package.json;tests/mock_server/server.py;tests/test_util.py"
"eb34a6af62d686662af1177318f72e8d1d183ec9","lint: Fix mercury extractor lint issues","46b9e3d536538a33fa1dcd9fb076112faef8d84d","False","archivebox/extractors/mercury.py"
"a8a8fd14aca44840c235b53e1eb7118bbbe5f910","Fixed indent headers.json","1cce786d6d6f1992360c7c50df36f1a4cdaea01a","False","archivebox/util.py"
"dc160daba82f976a57103e434ad67c2d567d094b","Fixed lint","7fd7dced9a7b2fe1412432f4731465286407f6d9","False","archivebox/extractors/headers.py"
"508984c94169a94e4f2854bf8fc6908b27afb410","fix: ensure chrome data dir is none when appropiate","b18bbf88749984d10b04d1c7cfe0cae34257d6e4","False","archivebox/config/__init__.py"
"e0939d7fe4872005524c91ca53e80d1c860161cd","fix: Syntax issue on config module","a7cd01ad4f8ade0817c4c631804307b810995446","False","archivebox/config/__init__.py"
"de18810a2d2e580266087af4f224108513cb49ed","Merge pull request #482 from cdvv7788/fix-syntax-master

fix: Syntax issue on config module","a7cd01ad4f8ade0817c4c631804307b810995446;e0939d7fe4872005524c91ca53e80d1c860161cd","True","archivebox/config/__init__.py"
"62ed11a5cabc626c9b9b54df0e28cd713aaf44e2","fix: Improve headers handling","a40af98ced46c4100deaafd5bf8820b4094ca12f","False","archivebox/config/__init__.py;archivebox/extractors/headers.py;archivebox/util.py;tests/fixtures.py;tests/mock_server/server.py;tests/test_extractors.py"
"7d3767b8829aa36d00fdc61c75f3fce5a104620e","fix: oneshot command not running extractors","62ed11a5cabc626c9b9b54df0e28cd713aaf44e2","False","archivebox/extractors/__init__.py"
"f26c0c6cd8de7fecc35ee720e841babeb169e8ab","Fix serialization","62c9028212f8c96d5faa99ea0061a011a4237249","False","archivebox/core/models.py;archivebox/index/__init__.py"
"45775c607c61416a3e6c06a4dc79740626e333d2","Fixed empty tags","f26c0c6cd8de7fecc35ee720e841babeb169e8ab","False","archivebox/index/sql.py"
"e06d3f91287f5c060279b2dc4367943c5ea39e54","Fixed Link schema","45775c607c61416a3e6c06a4dc79740626e333d2","False","archivebox/index/schema.py"
"bf09c6b40aad8f4cbdd6b32f15b881a01930daf0","Fixed docker test","533ae7413c7be613acd33a8e8034d30d4f99f460","False",".github/workflows/test.yml;docker-compose.yml"
"4581ea956f665a188a8bcd07048eba738104bf2e","Fixed empty tags","bf09c6b40aad8f4cbdd6b32f15b881a01930daf0","False","archivebox/core/admin.py;archivebox/index/sql.py"
"abde871a3c93d1aee74aab92b4f5557df3c6c35d","fix: Wget absolute path generating issues","0158efb1d0cf142da14808cd39cd508e74fe7e23","False","archivebox/extractors/wget.py;archivebox/themes/legacy/main_index_row.html"
"a4b23977c5bc54ff040dacebdf4bf0837dce2207","Merge pull request #486 from cdvv7788/wget-path

fix: Wget absolute path generating issues","0158efb1d0cf142da14808cd39cd508e74fe7e23;abde871a3c93d1aee74aab92b4f5557df3c6c35d","True","archivebox/extractors/wget.py;archivebox/themes/legacy/main_index_row.html"
"5975c27a6a685db8274645106a670850c37b6ec8","fix: Remove trailing slash from public index","a4b23977c5bc54ff040dacebdf4bf0837dce2207","False","archivebox/core/utils.py"
"c35d5e6b4189e0f0e8cf436257401c1f62923bf9","Merge pull request #488 from cdvv7788/hotfix/483

fix: Remove trailing slash from public index","a4b23977c5bc54ff040dacebdf4bf0837dce2207;5975c27a6a685db8274645106a670850c37b6ec8","True","archivebox/core/utils.py"
"9264ad88e00721482048f7a68a40e9fe8184d519","Fixed string casting","7d513b9b19a995a456fe1dd93d17b96fc146d062","False","archivebox/index/schema.py"
"897bace84dec33b71aed48c576b2a62fb58ed8e3","Fixed paths in settings","0e7c337dcb5d0c138c783033512fe3cde44f1b5f","False","archivebox/core/settings.py"
"62f3d648d4686304dc15218f8ca284f230239b3c","fix: reverse_func functional","4581ea956f665a188a8bcd07048eba738104bf2e","False","archivebox/core/migrations/0006_auto_20200915_2006.py"
"b9e5b781a7be88b7f4dd81546fcd239d1cd69a25","fix: Avoid creating empty tag on migration","62f3d648d4686304dc15218f8ca284f230239b3c","False","archivebox/core/migrations/0006_auto_20200915_2006.py"
"5ecbb0e4424d0d125e1252cffc4e24e2d79fb37a","fix bin permissions and layer caching util version","a14146c8f05bbbe17f3ab26d708154b6fb55d923","False",".github/workflows/test.yml;archivebox.egg-info/PKG-INFO;archivebox.egg-info/SOURCES.txt;bin/build_docker.sh;bin/build_docs.sh;bin/build_pip.sh;docs"
"4e3e5d67c11490d4a241e29c5c3a300008bbf4f7","Merge pull request #505 from afreydev/fix-docker-test

Added network host","274fd40c9d813ab9135545600c0a451d1f02db4a;bddee62c1f08b7486372ba1d928107e3cfacc31f","True",".github/workflows/test.yml"
"6a3dbaad1230b3253a292c3a72de8dc05a7a5e5d","Merge pull request #509 from afreydev/fix-docker-test-tags

Updated image in docker test","71e111e13ff810eb936ce5b0d2dd0c6f10ebe781;b56f0a7d421753b59662dfb09db44c5fbf2742f1","True",".github/workflows/test.yml"
"f6ce1de8827367997dea32ec6cd691803d3acec5","fix: archivebox version was being called as root","a6bee5f11100f0fb0901205db5fb646b46777b22","False","Dockerfile;tests/fixtures.py"
"81dd626b85fe426ce558bc21481354acda2290f1","fix: CHROME_USER_DATA_DIR was causing an error after the update to posix paths","5faadee7d1cde6194e34e355fb388ede68936a78","False","archivebox/config/__init__.py"
"319179bb712d6799ba075b06bd48376de8796217","Merge pull request #517 from cdvv7788/fix_chrome_user_data_dir_check","5faadee7d1cde6194e34e355fb388ede68936a78;1e5fbf4bd2f38f420ee692727c006923d743049d","True","archivebox/config/__init__.py"
"cac3912439646606f29c5573ba3828e5ae4bd7bd","small type fixes","319179bb712d6799ba075b06bd48376de8796217","False","archivebox/cli/__init__.py;archivebox/config/__init__.py"
"f82cc166678c8230678bcf9f52ec3566525c2c07","Merge pull request #519 from Uzay-G/patch-1

Update license year","2a95190aaf7b669b82b915923f1d4aa9ca8c9633;4d918bf24e90f84559bf9f81de65fedbeae65d0e","True","LICENSE"
"ac9e0e356d23cb283cae0e4b2add2c6041012f34","config fixes","aa71a231f66337b4cb6ff21530f5fbfbe6155883","False","archivebox/config.py;archivebox/core/admin.py;archivebox/core/models.py;archivebox/core/settings.py;archivebox/core/utils.py;archivebox/extractors/archive_org.py;archivebox/extractors/headers.py;archivebox/extractors/mercury.py"
"7d4738a674042a3e98c35d0a26ab7b34abf3f120","fix intermittent BrokenPipe error on macOS when SHOW_PROGRESS=True","9c6ff5036c4dbe37aee228dbc3e6c892865e1046","False","archivebox/logging_util.py"
"c8638537e3199d57d950b9b6d5ab5c371727f763","fix: Move wheel in setup.py to avoid wheel building issue","7d4738a674042a3e98c35d0a26ab7b34abf3f120","False","setup.py"
"ac0ec160d141a2a1d7fd4053fd7294bdb07ef2cc","lint: Fix warnings in master branch","c8638537e3199d57d950b9b6d5ab5c371727f763","False","archivebox/core/settings.py;archivebox/extractors/mercury.py;archivebox/logging_util.py"
"4bdda4d753f5419e26f94f428534b94d4d1a8cd1","Merge pull request #522 from cdvv7788/fix-wheel","7d4738a674042a3e98c35d0a26ab7b34abf3f120;ac0ec160d141a2a1d7fd4053fd7294bdb07ef2cc","True","archivebox/core/settings.py;archivebox/extractors/mercury.py;archivebox/logging_util.py;setup.py"
"30c88ee12ce3216c4d768f73c84f6c1efd7fc482","Fixed docker-compose.yml url 

#Summary
This PR fixes the URL for the `docker-compose.yml` configuration file. Previous link downloaded the entire github editor webpage, throwing syntax errors when trying to install via Docker. 

#Related Issues #523 

#Changes
- Documentation (README.md)","4bdda4d753f5419e26f94f428534b94d4d1a8cd1","False","README.md"
"419ab560137363ffc836e5374cf996126f29c5a6","Merge pull request #524 from LaazV/patch-1

Fixed docker-compose.yml url","4bdda4d753f5419e26f94f428534b94d4d1a8cd1;30c88ee12ce3216c4d768f73c84f6c1efd7fc482","True","README.md"
"f292cface27e6de0a552d2fc1e78fd99f6aa9219","fix: Add condition for oneshot when archiving links","4484491fb77aeafe116aa5226d4c0cfd12e5de61","False","archivebox/extractors/__init__.py"
"d064a3eeffa0a6cb52462ce1f2edb0d6be8f753a","fix: Handle case when update tries to re-add a link that is not in the sql index","f292cface27e6de0a552d2fc1e78fd99f6aa9219","False","archivebox/extractors/__init__.py;tests/test_update.py"
"33182fd53c0d96f46576ee38551a7ac4a50ee534","fix: Add missing assignation","d064a3eeffa0a6cb52462ce1f2edb0d6be8f753a","False","archivebox/extractors/__init__.py;tests/test_update.py"
"fbd9a7caa6c227a59c16028cd00b059d60cba0a7","add explicit error when FSYNC is not supported on filesystem","5225c17073528df3c3709db607ddd035b75ed840","False","archivebox/system.py"
"3f160eab8e6ed93fb14189c80d2a7d3901c88f73","correctly handle WGET_AUTO_COMPRESSION failing when wget is missing","fbd9a7caa6c227a59c16028cd00b059d60cba0a7","False","archivebox/config.py"
"db523c9d828598e0d768a451e4add32c58fdc58f","fix: Avoid mutable default input argument","44eede96e5b75d32758c68a11370ff2a0857b103","False","archivebox/main.py"
"1ec82765144fe25f847957a5d37238a0b9cbb8b7","fix: Use a comma separated input instead of nargs for the extract flag","db523c9d828598e0d768a451e4add32c58fdc58f","False","archivebox/cli/archivebox_add.py"
"54df0a035b5fbfea25002b21d6a95de2db1f6fc1","fix: Move csv split to the add function to avoid optional nullable argument","1ec82765144fe25f847957a5d37238a0b9cbb8b7","False","archivebox/cli/archivebox_add.py;archivebox/main.py"
"a05485f85c4435ba9c4e1edebfbd671b0032c9f3","Fix file icons order","fdd4effc92b06ab3ff0ffeb12dafda18ca72ac5e","False","archivebox/core/utils.py"
"8b0250caebb4ddaf46d4ad3721e403e7652cae43","Fixes 500 error on search

The class SnapshotAdmin search_fields includes the
tags ManyToMany field causing a
django.core.exceptions.FieldError: Related Field got invalid lookup: icontains
error.
A related search field tags__name should be used.","4372cb6eecd32778830c8c531fb7873ac786c0b8","False","archivebox/core/admin.py"
"d32b27abcbab3f8b98af32d94ba62143af4fc8a9","Merge pull request #540 from jdcaballerov/hotfix-search-fields

hotfix: Fixes 500 error on Admin search","fdd4effc92b06ab3ff0ffeb12dafda18ca72ac5e;8b0250caebb4ddaf46d4ad3721e403e7652cae43","True","archivebox/core/admin.py;archivebox/cli/archivebox_add.py;archivebox/cli/archivebox_list.py;archivebox/cli/archivebox_remove.py;archivebox/index/__init__.py;archivebox/main.py;tests/test_add.py;tests/test_remove.py"
"b11d5624452b3c047c6e342d31bcaad576b30696","fix splitting on multiple equals in val","afe9319c2578991e2f722530f0113bcfaa71cfc4","False","archivebox/main.py"
"e4fa56e55a849715394ea02b2c0a95b572b509be","fix indentation and workflow name","bb21198239d0b7556fd05f32b82c354a02ebf903","False",".github/workflows/docker.yml"
"7dbef2822ffa6840231034a1e58fdf25b7d1870a","fix markdown link embed","52fda6a728b5476bbd1d190078c0b96d0f4f5edf","False","README.md"
"882d317ee8130f978a0586f24987d2206710bfa8","fix scss file","2431202dff3e77cac87a986138c656a1c5c02ec4","False","assets/css/style.scss"
